Cycle_Index,Temperature,Discharge_Time(s),Decrement_3.6-3.4V(s),Max_Voltage_Discharge(V),Min_Voltage_Charger(V),RUL
647,59.63717905829562,2086.3501920048648,796.3875293634659,3.9047439588698887,3.2202867640061537,658.5169366139228
21,28.20007240212949,1226.6243948925235,610.429844173407,3.9231435505618744,3.0662023067482274,1447.1152980170639
841,35.169143398552016,2552.16117838492,247.1924636882289,4.173350485554024,3.1911261259887294,610.7051308946501
167,57.05797694358844,1214.4241189709146,613.6549105662702,4.0064582492238445,3.309671727068456,1168.2466918525895
388,48.86386203005109,1081.7585563927682,281.1203241715992,4.0274314591275155,3.2272015772399762,973.1692785312856
601,21.923785758563508,3201.5532598409786,652.217722240487,3.9646033144147657,3.3900946342414975,929.8873554175753
316,51.260579270056596,2758.498205534388,859.5491522748357,4.079128731056016,3.4988114111256925,1058.3580000524466
14,53.117635487099676,3449.451362671426,654.8262369735337,4.078440964403337,3.0955660442244484,1348.7904023919186
242,50.02007699061254,4669.147623883349,779.3348425629229,4.0116601175475655,3.229825409829786,1127.7398289434586
777,51.98148523678063,2801.6230026934886,21.851381994777405,3.9999104615416194,3.215491950960411,580.5280117687854
565,53.00530706771189,3030.3806503351493,651.463469763803,4.165489292454176,3.1522462663744752,778.146841425261
898,27.456199471525764,721.243794028228,750.0370500414202,4.014985271892661,3.099047758360145,608.393808493118
92,29.42766984259999,3672.8881937705587,55.691689039319655,4.048050297646323,3.0328460582448296,1371.7917931539364
956,45.35034254880709,2179.5544719795344,787.006000013643,3.9849914287274792,3.443559658611849,446.43609658982086
509,56.31464521850064,4890.608621714121,245.89092091284036,4.136030851007138,3.209924348843159,867.6669818329375
776,32.647863291859785,4168.917873299603,605.4570497406886,4.019234447069728,3.2484477592500243,679.1155286469141
35,43.53226703180226,2755.660890425756,724.3122935405978,4.0540833139632975,3.458471024100458,1391.5527076553726
206,47.31928253668529,879.1464746091805,603.1447714922328,3.9760071510178983,3.388145238757974,1193.777767637287
1105,38.077944051961566,4339.254228418769,101.21061702446637,4.196297877702376,3.065250632058592,335.8396310054132
1026,48.55129819421304,4058.9711484929016,544.7629365971242,3.987448722277117,3.2827099838038714,364.85047786702984
1022,55.98669781168692,1167.550108824055,503.63361791548635,4.131222759271665,3.2211261382597796,321.1683795561468
566,44.964061767273506,1687.8079593354573,812.2827159053589,4.0282486951070275,3.3986055362893812,834.8752105395013
1130,41.59124247658532,4029.014113294835,375.73096208690407,3.961865221525242,3.3621162738059747,276.0815086525589
703,37.54978701553356,1170.5736987728255,302.5513654366041,4.139915629189458,3.3452028609555358,735.080207345014
402,43.099450836245026,4613.436699105473,679.8686727040903,4.000082036708713,3.1702724177399486,995.7982259031049
730,34.214498072735836,2295.278898422901,383.15428695338903,4.159558004219344,3.4024818651996274,744.0406114978528
162,35.659284408060074,709.0831241619956,588.5646340044555,4.1745771554753475,3.0261956477974308,1250.7136293861308
202,41.274299187526964,4134.01862447012,588.8760793096542,4.157947150617383,3.0798124507160836,1226.2495698848747
996,22.664764495632678,2055.4955102804215,801.4743766369037,3.9105023744420415,3.1678116364889557,522.4079115502822
270,29.161015636991856,2774.5462125227705,546.8493140408057,4.136212003501532,3.0384037205346406,1214.1152410985615
816,41.71397242453636,827.8304187327301,461.89517676654845,4.023401839949743,3.117497138767346,620.920116854628
456,37.2611257254577,312.14486977141723,142.20676722893495,4.162116876054668,3.415075491498959,976.9718995718525
1017,33.31263143649937,3298.5304672284988,121.84909387726071,4.091386278805421,3.4741257688950395,446.54551970894414
296,49.22196547237206,2721.323300568539,155.80297744910985,4.150092940243187,3.1523011778870953,1048.5593348744105
720,47.74870429613354,3089.631274878792,171.22666356784316,4.049829530960051,3.1322579019944192,657.9501408766279
338,26.669230399735326,4030.5960967884266,581.3318415439978,4.06050765137968,3.1399463261232134,1170.768576624828
879,55.14516461493753,3339.0477930874426,672.0635002416291,3.9433162896401,3.138859543675422,443.49094221458273
1077,39.81694505615863,1121.4351812886725,486.3925401752485,4.135196207606807,3.0179650910929867,352.1101420602218
792,49.65843644556182,1995.6308398198191,749.5356046400321,4.025816883500092,3.463458173165554,571.157476334515
217,42.92603397029555,4557.688192502474,892.3116395255972,4.050024035481475,3.1068490707851644,1191.1500907130874
764,59.90770463695373,3918.740091182891,741.6111136250333,4.135529314228712,3.2100020370407023,549.1079270399994
188,50.096124801552904,2916.194172302571,631.4964888348441,4.079653620023832,3.004843441370484,1161.5754639063668
380,48.279218449738366,1501.5314897035798,488.593575504689,3.9603296182328003,3.4289775454575286,1011.3239740505041
493,51.142877562030044,1719.6843586235368,414.99070307374325,4.077069797745268,3.3655786722274588,875.2936769493548
1065,25.725119421938786,3740.2029176524825,94.26529487919726,4.022289857393897,3.4733780175868514,443.6269852840501
1181,28.18178372677853,4300.5190260080235,371.44449858732804,4.040857662613159,3.3908077395981997,318.97983952608456
15,48.56256328894457,3455.6959467938877,820.9184803682781,3.9084933823208003,3.1568532560260327,1391.6923582970576
65,39.75925948523451,4104.790886111676,731.0599143177666,3.9630088048548844,3.1239366793642116,1363.8734374826809
521,50.18541167440466,3903.283835441908,210.12520121028473,3.9843114244143085,3.3488581537766464,878.4453621200408
1153,24.1166412297658,1003.6086493977014,430.61485053354994,4.113888002357641,3.18205638750525,331.9013037033519
648,41.45925405938379,2292.540620692519,738.7164182515193,3.9034477419894347,3.2831075078763083,787.8829262876437
1087,35.15286262227663,1019.0238638942445,79.29840821125981,4.022633178368739,3.003128735513235,371.4234952151739
1163,38.280008771267134,1405.6072485693287,360.9054753884202,4.17720806112772,3.030942850840238,275.26180919396006
593,44.1583148829005,4385.520235859947,769.6202884490739,3.933564184964737,3.2676839705908254,820.1030702687598
392,40.091533898501204,2522.592238475956,375.43012046970887,4.054927316465584,3.2830358232240826,1013.3275529407847
419,41.594425484513465,2816.183078660506,88.30088736366795,4.1359567147172545,3.3757264722296716,974.0929363789321
289,39.45429927982431,1138.696036570529,497.4302443083813,4.1827593922560355,3.065982659811981,1172.9250673224183
379,36.35820708341973,1767.6773944293413,778.3333955280999,4.1240329918601155,3.2565915418783895,1060.8345210189561
231,50.8752792239298,1382.1569916109886,539.4512777987806,4.116169664593322,3.0972238222158444,1135.963735444217
1018,20.48812289272178,1269.0749732366041,219.125615228524,4.147946427058729,3.0465980597813473,482.5131960515653
41,43.93770804820908,3298.4157285850597,358.1308657208956,4.033860366293263,3.205247897030277,1334.675893649018
1052,42.62033389291895,1507.3540839348595,416.10855784010033,4.14175335978535,3.0816683240445286,358.1319529591596
135,48.64716298931809,3270.472784295967,529.7543913620636,3.902389321423635,3.110890989096159,1239.932426623235
201,43.961174591093055,574.7366863102034,688.2289026622994,4.177368316613042,3.158777289934751,1204.2288141793838
780,53.07195311236313,966.3396495773787,107.00878352375915,4.032991952855153,3.129694200371598,581.3833132458278
930,58.36299178256111,1590.3391938005893,802.8937890554583,4.066014056359724,3.0437956487029734,452.97426271240835
1057,33.700970287141736,3106.120509409751,30.832538654146518,3.9764646746744647,3.044958122429851,392.7235489495122
1072,29.09403932119948,3476.4538519106673,345.6460545133446,4.122759249852127,3.0966247076170843,439.12860555287153
503,36.94387449681932,2380.7697438637774,44.129872775938736,3.9229907419425745,3.0252795939797696,970.1211118168023
407,31.517184659029045,2395.217298512976,365.8173183038563,4.161790740764051,3.3132285098384635,1075.4865624102945
805,44.59801052610618,3705.229201573505,482.7150870085249,4.148435048701903,3.143663358254451,592.3074207184868
99,56.474096353718586,374.35913129823746,470.2796201917303,3.96481803487343,3.1398729838845356,1216.4000715087525
684,25.564647765722476,1903.1231150288365,165.7529453848735,4.142797319485579,3.1659991471188826,822.7356387180657
726,24.03178412063546,4147.923168460394,588.2516488841388,4.135907319918444,3.331398137104861,799.2173209908416
961,30.240621274146488,3135.1312280028496,59.405036444108035,4.089664979326185,3.435316940741745,547.7506429149272
613,49.043823442496034,1884.9675239504759,690.4780017165256,4.012056053069906,3.379543466277819,747.7817237025843
643,43.71851621035286,4555.966523949467,853.0471019143207,3.9814496262545602,3.3637646151125473,758.5368911645303
1029,24.088506569007983,3931.326819012098,318.99656789298376,3.969535077086805,3.2421955928004245,456.6801753465031
503,56.75002089042986,1545.008602012647,475.1706559086121,3.995582688829082,3.346902778483706,825.5803356991122
767,51.60338548496347,3332.8622363708696,353.44104469175664,4.171067533029759,3.276381184016792,613.2708232598952
398,20.9209041915055,3100.0284224880966,25.90514346757276,3.9232922327966344,3.1081252640932644,1108.8093836551577
871,46.05468843952984,2185.5831959832185,359.56956254770205,4.148661382875888,3.1042941838705254,507.24113425601064
795,50.84986674078952,2024.693572262563,716.7138281499849,4.004667022512547,3.1481960034376417,591.6905835704979
393,34.97741478881688,1914.7342314458085,544.470181121464,4.056479818803408,3.4554013354849067,1066.1277018567864
207,22.756861574688752,3200.63218195954,109.10872486133985,4.138345690094547,3.273707420189863,1311.2159160852598
1039,23.09284261955149,2379.3267014591465,765.4827509305309,4.165312964106891,3.366952688500935,457.4780397382612
892,24.16987864207238,4209.756632281684,487.3551034990137,4.003434426021794,3.1732793799082737,638.0110723539321
864,53.61758527921692,3447.132295829621,760.716558335315,4.0385530443825335,3.2038578853326127,493.2018775503112
743,56.427447930228524,628.6785468343404,530.5949365308259,4.024354819445038,3.062782789318626,647.4665631239527
564,24.912431273829352,3308.7906519923804,512.5258314573871,3.903975310051173,3.0856474789108352,939.6611670202541
1021,29.43624138380325,1574.3929515508685,112.6280829733709,3.988782866657597,3.413678277413073,410.15183624404057
96,26.62082041469159,3086.216360771087,167.2765651619926,4.037756770119769,3.292419315844441,1348.3383872310048
485,27.452835179764826,3496.6200761862215,875.3822257170002,4.023328082664132,3.1687662329419095,1015.2148229380853
231,53.49963156009969,1384.8971890238568,221.06833714419827,4.116578768254704,3.401425604497773,1152.5117252461177
749,33.28585650619756,2447.235630937733,880.1578638315237,4.015441085166331,3.1232599528189917,693.8941548705352
1195,32.45777056182565,1194.5268552496186,488.0831817413518,4.046812934691201,3.4880163493001017,309.7307226464148
541,29.095824835084507,545.9927161965891,139.49436141626467,4.028882577639709,3.172408803873085,971.7808545644596
1060,44.315775751770346,2078.8391903835845,107.3859384232498,4.122187844668312,3.168655477075614,347.6320565099712
525,35.17222793542196,2005.8380776761624,203.8003822210512,4.158891719696089,3.1559559527683527,934.9279391700128
1184,49.76998607373155,4978.758306310008,834.5608504222955,4.059566723702254,3.061055757962144,210.04067397911257
1110,28.2231923350255,2397.856050628918,384.4521974088396,4.1368296582585575,3.0555685736660063,411.68393627128285
578,51.51159554857969,1867.7768825193418,367.98215583376464,3.989036004605955,3.3240525172670616,803.0847415920132
682,44.14886126920556,3028.2325315683706,295.62150974175313,4.062410883047181,3.4375590222790233,726.0143266993952
557,24.57069200222751,717.2067523065118,149.41442849859777,4.0035689861009915,3.395260255135837,958.5925639405954
1013,36.58018336814511,4819.828958987622,449.3090535293177,4.024260277671549,3.0705537970106755,439.846288788259
646,54.54072562451828,3284.3122142778557,134.44204860980204,4.119724159443801,3.2727910608960333,724.7845756229084
796,56.918409271939396,3847.7377537219845,755.2226080164482,4.164498744699814,3.05279577298832,513.0074877787123
1052,38.62800489275253,1101.2463094174125,345.9493479222697,3.9364486173263296,3.022647321806539,386.17704453518644
190,39.233479123562944,2224.5459091244584,349.8271396479808,4.090391776946214,3.3281929296923836,1248.04141453378
633,56.738188997572045,2286.638832962091,437.12565706517717,4.07464314227334,3.267576166840175,706.8521116710963
628,43.48272896546269,4162.490286335108,410.8323875858614,3.9355245117527797,3.0410118426057355,795.2696840570378
973,21.313866809737533,305.81239486922436,895.475016292203,3.963568299132033,3.0174696232029943,583.8540183626932
710,56.50997851516515,1714.009609260299,499.93538667210623,3.993300748419804,3.4948782067046675,635.2144500462631
649,29.929057710286074,4911.810959418228,97.61749933508621,3.9500793212452505,3.015010666074536,840.1891330627235
318,43.10527816366189,2531.9667544792273,554.0520605876984,3.9731188447573027,3.2222641265250798,1123.5989043907216
684,26.620532697118954,2097.873517146839,153.39417772549436,3.980280239658512,3.2523095123038477,811.1286266332423
664,21.3551664098638,863.1963094829379,47.22512736358094,4.000702149911718,3.0586400739002224,836.4549039035048
1137,32.458926845310295,4878.573754551673,874.2530952359783,4.124817135840348,3.084530889219858,338.02094275520705
442,51.219828301843506,394.123872851375,700.7142245504162,4.07157366115518,3.1759025032051764,882.8675357548209
564,31.103486905176723,3764.7470575340426,882.4959133241149,4.195874001585421,3.3808379381068314,859.5152247148628
1137,28.80388856324388,3912.4190825059895,440.53303425957336,4.024420748090241,3.2535412120301332,350.6407981261058
952,28.507231373649052,1445.1865655001732,488.38662741109897,4.126159522151077,3.318950937276481,483.5644354701174
1105,40.60694729627251,3456.3246849812754,168.1365212088346,4.16144052641296,3.4925872775453373,290.6619086700737
699,59.02165262731025,736.7669785831326,237.2785354674753,4.103693547911413,3.384002717656605,623.2897655932422
113,38.35955952068052,1508.1221522307753,757.9233091144888,4.023559422125249,3.217180749070609,1305.7738754016796
2,42.29221475560192,4003.1393449736456,333.44336946348284,4.126078389223726,3.2232209608982743,1408.582796151048
642,54.425280715629356,4364.025102557639,747.5971769408487,3.9611001413318054,3.3093860385205023,733.1309992372231
220,41.40278875734634,3159.886139501019,643.932077372588,3.99826564955404,3.3326826042094524,1202.755672440547
855,27.378514856754244,2682.1406295562683,175.91041423924165,4.0640055765297864,3.2503554629183355,616.3210176806397
385,31.98383647065908,1048.7288969092074,466.5528021853731,4.072622816185844,3.3224306114074897,1107.1696391023902
1154,32.397477050744435,596.6124554720058,616.1008429364708,3.9066424426417887,3.011766247207049,280.435470015394
1077,35.892724618303916,852.9504338257256,226.8327490273661,4.183534256626803,3.214811431948422,372.9740470839224
730,37.071556213469975,1368.5793104516642,751.0058892576676,4.108988181365217,3.1394690380367383,678.8404994324161
247,51.99128088297078,1905.870158915528,499.4483386397644,4.048711125069567,3.0645872226215554,1123.0899536997567
836,33.97547996197332,2090.27476990164,165.41300438949082,4.179938170322493,3.0497732564043876,612.7500521122814
203,38.72927313765517,1927.7123123683166,533.0262950248501,4.031728669575249,3.301596082807334,1249.9983925422514
123,44.99903948204209,1423.5600613271483,899.7481476572044,4.194130671081112,3.2618002735763056,1291.418592013674
401,35.10903789760677,2695.7039597329813,152.45891266380391,4.053685427173045,3.1267920584981845,1036.712023872133
767,53.46259253169332,4178.844708694615,738.7460985051847,3.934285730999394,3.235475029386257,575.1082445252085
294,43.49814416936297,1614.6066308159523,202.43192280505102,4.129440291737783,3.2461161575912043,1107.207344492543
280,31.76178716883886,4729.218989780496,708.5017299248768,4.1036693175233525,3.097504490219308,1223.7024933564924
884,48.56236799159313,4404.682310102085,666.4285723468437,4.131896016391676,3.3260465309408254,530.569529664196
198,41.105909205791434,1060.2917933549152,284.4306593283805,4.185432608617704,3.390459678193045,1202.1050902636698
982,41.37823565028988,3995.4969967583443,306.7243434567158,4.132946790795305,3.3957317704447596,452.1133285085776
752,39.243517935503434,3000.560696893503,717.4188249273689,4.083400980664994,3.3012349153517278,642.1537817445376
144,39.88047795284996,2962.9042022056674,426.0720504608351,4.157192670708253,3.255819291259507,1272.650761014603
609,50.61425124264963,2137.90098637342,663.1198652663917,4.101973931806359,3.0305035715026976,744.3774567295027
1148,24.119259173252622,2655.419096155446,150.2260496819346,4.022435717047777,3.1439156494258027,377.7892932851857
187,33.37451245241929,2166.7402539172917,770.2508480733671,4.165685929272533,3.046635723389085,1245.3130873421353
464,23.020134552155568,2836.7433081717313,645.5785506804408,3.966570138235312,3.481911580439237,1054.4863319476717
660,50.12984882989804,3251.3652480313885,818.1096717746539,4.114392382472618,3.0675400731128803,714.3649582818291
764,30.89207418881198,3469.2278901225277,136.48769355077576,4.164469036482227,3.075887704925551,703.0306524613499
955,55.89721639275537,2802.661605029303,541.852760317326,4.119394955910989,3.4447883091652463,423.9455770511111
403,41.06313866637175,3690.683716445039,547.2261148354861,4.109182625716157,3.471964141738229,1051.8782505148274
147,52.029990859444844,964.0068315948772,331.0454516811686,4.125791488221551,3.382914519617455,1214.9621893337164
1172,59.157257424638445,1296.317707240521,423.45045362094686,4.039516574490193,3.0027024618363347,150.2953868648079
864,53.59155437826282,4148.054519149069,53.42377569507106,4.162251204647108,3.000673135478282,462.90476173262255
489,54.67975040046094,1815.8814958781513,676.3568339917706,3.961030942540827,3.1890503848937253,862.516068252911
929,36.31937981459379,407.60097738776517,503.40378187479314,3.938215924800102,3.0716976850054465,553.469166041951
551,42.06890381037359,1022.8184034397461,70.81212564487292,3.9856526340355534,3.009193071075799,861.0807741575735
338,30.155542561732172,1350.9878421326628,619.0651858052273,4.059473219032498,3.2320333447022525,1150.7974728542147
872,27.844523987738114,4799.41757310456,430.7682279634454,4.053168538622802,3.471530948703486,585.8274335829242
641,40.220315164241356,2993.294715974992,50.325908294,4.146179627302976,3.161909787451216,774.2029255841212
473,43.80195918801682,4683.834480238397,873.2547996263239,4.021370596921205,3.3305703392143484,942.2395101759689
151,33.57084983584764,3003.2677473341373,855.2186859187076,4.045303327887453,3.3261176765662204,1308.262998781723
263,42.777740710540016,2552.9658686479033,471.35412620953383,3.9040103049778185,3.125540051832584,1164.6046431355112
144,55.49841930054012,1774.5201486122514,102.43173022120098,4.022921770932882,3.325212624411932,1191.454465806126
346,42.26886339133465,3149.9434388368654,684.0666750067608,4.094332269885102,3.1061669871434456,1032.6559120668535
624,48.832523852420266,954.2307157023903,452.8993680930416,3.9046524991879776,3.0610037067884446,779.2791853443441
1017,52.212598694316206,4521.829648275718,286.1537808946543,3.984264589555873,3.350691642779845,328.2140207430008
881,59.549151278217714,4197.862304164033,452.44799622512994,3.962386907786817,3.0567204085519584,456.38632415895114
2,44.12789608707918,1792.397805020664,479.75084795680874,3.9125956286728765,3.4984546092946776,1411.3776568943724
897,52.27400595850344,4778.1483797260835,515.1862951396586,4.043778026974361,3.0917262005751147,433.35490630684296
254,58.505972742194984,4178.44360685317,408.27686801668733,3.954516987968447,3.297070931378229,1099.4526446338255
453,57.776389023090935,3431.6423634246867,553.0646667623698,4.122924461889414,3.205687285706295,871.7867109939659
1061,25.643273951108544,872.2809822887915,828.4865453336121,4.154378365129005,3.0631932112028335,436.8847226841965
1184,36.25569233094088,2547.6999083259398,338.7959166467602,4.063675554800744,3.0139219537887065,252.55788706598446
1015,32.95960244427199,2678.705507779729,658.6304876335552,4.194512202756343,3.311366141146417,477.65381782329825
9,23.477000598013973,1392.9913843172865,807.1182500053243,4.0351435714411785,3.403378781894563,1500.0
1123,45.329630996438425,675.8373534887191,421.2617626687445,4.054010463067475,3.4210078307533722,239.10515334239344
816,49.43618452784009,3950.6010632169555,410.24113601607564,4.196765326187325,3.2413567365384672,606.9956197989634
208,53.92512381867534,873.5647449846566,549.862947112206,3.9694645307895144,3.388727733591193,1133.8082462563195
1155,24.91107558650834,3093.166527640341,540.4379482917896,4.182763781903072,3.3364235667442723,387.49335560709505
404,55.05776303501175,4701.311117253204,729.7986212471237,3.912851266535734,3.3621272637495667,940.5869933821416
152,45.71702254457013,4417.6944052108,439.30537772489754,4.033916067078959,3.246299502610907,1237.5965531553106
54,48.15784540554038,1605.4373316215274,896.5881956827083,3.9210010536399196,3.3167058701210634,1325.2642183107416
1144,56.42496014161216,4301.808596490947,72.33498060320709,4.118770422874093,3.4027629567880284,190.8594063923494
628,44.990450841730045,301.5627787663002,22.78770675101753,4.082522680764005,3.1989420877785113,822.5356765478143
587,33.434634285993404,383.13270518230894,583.3745141724689,4.111990279040279,3.402989450433792,869.2995645836203
104,53.004293256906394,3131.999870061465,282.6227228784515,4.012344119990405,3.2960084213945313,1249.9326050646944
254,34.52236848780362,2014.5516299792885,231.53650205554575,4.010844580209414,3.082950512185393,1199.9283727108407
1136,21.369124432821167,2116.3659534479916,294.4711904037668,3.9135957836882684,3.012342078612292,362.80767389740004
510,53.22618026260999,2952.873126190748,245.3218572923598,4.004983481858892,3.181376800199576,880.8115093727552
99,33.807685795251025,1201.3775412817447,47.09524370119411,4.178786520678618,3.27334816414817,1327.5399543098822
153,50.95338092805361,1295.2501481277482,874.949077303718,4.013767961154135,3.419910176101744,1204.952923218304
914,34.51031578663782,2577.627458988664,214.25602983844794,4.149410311866591,3.063742840070123,557.1816272637467
878,54.442720798988866,3844.9916584161565,665.9461910785895,4.1526976514249805,3.4001031738417895,475.6334386204043
338,28.78042100323835,3211.639431615662,691.0848273308743,4.01197234691377,3.4315045230336136,1154.0821986338092
822,58.981890607954796,1697.5687267131427,837.7465102463618,4.0895966041188565,3.075343743500417,538.7538292939346
1187,51.19035099152123,2322.5847342919296,46.88352224217438,3.9286114806819175,3.4257971596521095,202.12427600904346
957,24.569517036815874,1102.1243651849925,787.4025378333668,3.9311035742202827,3.495726783921396,547.9019417187436
161,42.63106479866242,650.760127384284,483.9590391390242,3.914597299098514,3.3634194155241186,1292.631529003724
801,59.414692489669385,3978.671391497501,576.6388167699286,4.074304528012533,3.392384840912494,514.3598145757284
398,38.84261810775257,1547.3208231845147,587.1338438665097,4.027821293287829,3.497207633779437,1030.780716641386
816,27.28428555286333,1135.5020229008665,741.4220683865602,4.064409706999272,3.3027406252629725,671.969765605628
1159,39.39113468601384,3550.604861175801,313.39844350001727,4.056321957152516,3.153943191008125,266.9958912495912
401,40.498306235276864,3204.8428691497743,665.0850470767942,4.005060897327219,3.4187654170380277,1000.1242556843924
640,49.66747776914662,3275.991242263281,485.14873655553345,4.103242024447042,3.3072428887558156,704.9896146510569
1057,47.95383412643618,1375.804642779084,718.186732588706,4.127550564274918,3.290597711860478,336.574860855403
688,36.10200174387922,1393.4340312446006,891.6805088377174,3.9043884776633027,3.126817777757019,743.8205155695908
460,28.72092429976346,1337.7723599925039,196.5728953153099,3.9621726899306635,3.3781671347914433,1059.5515542808082
955,45.80216671077318,1116.6371996127841,895.2908045727982,4.113970760425001,3.040833637930048,439.5383199814293
470,36.86815738213127,3381.9012610397845,99.03469576884112,4.015986051790151,3.4621435353973307,965.6294279395139
1046,25.291048445013217,4285.674660672186,22.039442156236202,4.098745184082483,3.1629117303852423,474.431553502987
750,56.02289204945543,3704.2921074803075,58.86250383649151,4.004088797920367,3.0638873263949953,602.9293925016773
38,47.648874304386176,4022.840078674553,320.7685161683503,4.017226545698891,3.2211832665512095,1345.245279922328
230,47.32735425781925,2202.552616700439,576.957570997022,3.9476036621069053,3.0212349546282664,1145.5485937556148
563,52.903355036466955,3374.156238248391,80.74599598130767,3.977469305899848,3.3423130971324833,870.6372608976467
438,41.18646714620324,1964.9103300904403,24.985916786019196,4.081623527252276,3.451352755222678,988.3033795142186
27,52.602177136098284,2769.871723252608,844.6401050437394,4.02994893339455,3.4186315035692543,1356.6777058671967
226,39.92363014044023,2563.683778713853,743.2954396271381,4.132290804883379,3.0636847367239404,1178.922938893129
798,22.687015996628404,1131.3695821761157,732.0811906023473,4.155775486481503,3.063135568553866,702.0052122883844
284,36.20992352110755,2119.270173577465,798.2933624417399,4.062493925465028,3.406717241162132,1202.197300160268
879,39.89859575919562,4829.96469476705,636.0301600394519,4.1274801876168175,3.462127137301558,574.4456399911345
960,48.808103265291834,1468.3272112602278,111.87563417831167,3.992071353958371,3.2303349149167446,430.1119257482065
453,24.263149205146973,928.877560513597,371.20816550487626,4.024491364620023,3.249485558456883,1043.0528361383247
1020,25.60074154641796,2267.3289216324956,656.371548088874,4.113833302865049,3.159131020692863,472.31557682877866
816,30.547352105384658,4014.587358542696,266.6943254965384,4.015863597845109,3.447132559128207,642.7410247679542
659,30.659935734835287,3036.0966799658695,624.917600439889,4.076551480547697,3.322451452646178,789.5633347230507
547,49.28738313836249,3500.5816880197494,41.55863447553407,3.9556118337247534,3.1441257885836844,850.0399679934078
1073,30.02922642246391,1191.565786420983,289.400859974042,4.079931394491149,3.149391435527126,412.6304923435216
17,45.32392253429791,3209.056507136291,503.23469592391194,4.1584541121680685,3.4456000365318014,1396.101963655356
