Cycle_Index,Discharge_Time(s),Decrement_3.6-3.4V(s),Max_Voltage_Discharge(V),Min_Voltage_Charger(V),RUL
66,3262.2451160013443,107.79812058380205,3.956960811143017,3.1730392880977862,1356.025129787103
67,1735.512054904098,146.80798388663527,3.8560442736857903,2.6921436358295163,1350.985701708632
68,4248.348526865351,55.28565021354691,4.236006147781788,2.665488294716311,1461.5672197880626
69,1483.2924459831293,139.8174919482517,3.950357218276441,2.603593969855185,1451.2808108854142
70,4950.170359081965,112.28282859795668,4.120410515221019,3.144333818235188,1427.7041853970386
71,4134.5301233272985,133.85735410807587,4.132651947951484,2.875043694393315,1373.182059809797
72,1955.1195898298552,66.88227323917815,4.094002966831795,3.0061699022906163,1399.683562373037
73,1220.984045069689,157.89979919106912,3.97516295768546,2.679299788056272,1416.49013009254
74,4298.75342812837,178.04753240691656,3.9584385015056265,3.0685303157584123,1362.1642412570354
75,3886.057906620945,74.6783680145241,4.089067313081081,3.0700041587215736,1395.4388536790707
76,3970.227238555752,55.31432888322588,4.1964382534446765,2.734448518681225,1450.0932135270673
77,4130.827317406594,43.78217376741382,4.228693491569358,2.8080119747577124,1480.0922145715683
78,1481.3696765895434,142.71544007092257,3.892362321761503,2.657267708072651,1405.222609893658
79,2562.169768468236,137.1350457742049,3.911931445039088,3.232420767492178,1451.259534172644
80,1640.302426195493,127.4715860342512,4.227894503513232,2.984201932793809,1343.4375971765014
81,4479.793018327256,77.11153537855607,4.144614091333917,3.2009079105366367,1445.3780496445445
82,3568.53288194472,102.54495934488234,4.203197529931909,2.72753915772185,1385.842063410901
83,2457.412494440067,135.1162136297877,3.9310530536541375,3.086418184747667,1429.2938246683188
84,1441.5217310868898,119.48269741746712,4.085034348443761,3.0743939829135565,1406.0899032704117
85,2381.732822519516,198.04568323438195,4.1304558377669895,3.018741738899906,1467.8165603913533
86,2435.6966237016386,61.8303604090773,4.1220447541787895,3.2242292314501,1379.0225740664032
87,3972.5034776846433,151.223128647615,4.013260676346679,2.7951665020797365,1438.1042519024732
88,3622.71839114981,104.69100289668674,3.8561579566765234,2.598037992692318,1400.8197014681386
89,4571.408421790041,108.51193838809836,4.083170422721706,3.0037816444330456,1404.6677808796137
90,2994.416715615407,154.8156425053082,3.951240615671844,3.0469823503579048,1402.6458442736316
91,1654.4581345655463,150.78978421189913,4.030101698457156,2.931295430094111,1375.1730758202357
92,3910.330191447381,198.6009589923501,4.233032406033527,2.6551134198500472,1407.4360413637332
93,4090.98318474421,60.54308631266004,4.009614127056974,2.8783419562520165,1404.494071115127
94,3332.853350764085,56.65754390146661,4.185920642665771,2.734142302426847,1415.6496099362691
95,4129.675283827331,155.89421074059857,3.925416242299701,2.820599896125017,1408.3802058277145
96,3076.4232661846845,132.54190672102544,4.118984199210011,2.9839139318834977,1435.9197819844894
97,3186.384751651577,83.86570664956893,4.240802781775577,3.058911057018126,1439.9403446418949
98,2824.6558697624887,52.70709903823786,3.890757240349175,2.674168518176008,1359.975067126888
99,1296.5926816275617,53.70531993542889,3.853327976890877,2.803994020485215,1435.750900023631
100,1609.9874225745568,183.0705399462589,4.023433117053046,2.7018711782437217,1352.546542915606
101,1319.43090560959,70.69877195499886,3.887050193220547,2.648973710396402,1422.514235525509
102,3618.359562802365,91.73944993848332,4.1493537398704925,3.087540414996879,1422.789551388115
103,2394.552728090041,76.26502435631808,4.215819465539424,3.1819395208277443,1320.5473243334998
104,3132.56862642587,96.79940893310996,4.023608389083504,2.7776741392634325,1399.7191698611764
105,4648.752600919153,51.10781483937494,3.9534846568621766,3.063459193280325,1376.260155465587
106,2147.310470765725,123.04956654532326,4.023761327602644,3.172746467023308,1363.649389682585
107,2759.455107535393,50.818010174754384,4.139379127140001,3.134593157897674,1447.0340932279605
108,4071.094326463585,168.05704125157786,3.853621664632149,2.63711004140442,1365.8528343745031
109,2069.4330288681654,77.39393310566928,4.085781595793879,3.217218911135021,1358.744922835278
110,1492.5236573494135,126.4019063367217,4.095316673954952,2.7825073303220966,1393.0277976002037
111,2301.0555210723187,180.81265400983327,4.105075298758374,2.7544304958803774,1416.4235898519366
112,1812.6408915652169,144.14037904755105,3.946808831992351,2.546823495458335,1382.334056559595
113,4732.851078901778,125.27324584821363,4.13562108935125,2.8646302405786623,1433.65482182677
114,4270.857442344784,91.8934004984601,3.886556594532711,2.5817602117306966,1407.2390264785636
115,3606.934274739609,93.28030608931168,3.92970813458672,2.686404865695569,1297.8715472107428
116,4511.550242713327,147.1179128317104,4.200988018661793,2.737706966325461,1362.8213214597197
117,4253.953892216635,199.0622977953868,4.145489260290627,3.106619742618763,1360.526316025932
118,1908.9662237669363,145.8942703759006,3.855498221604538,3.1566164877969225,1401.1744381371768
119,4591.724194261916,129.245346779204,3.94935050414792,2.726849738096102,1276.0073177450356
120,3249.500519279473,156.90408163827937,3.935762593197266,3.1440235909334304,1481.9603883487089
121,4268.272589623438,114.4328979653949,3.958322531214789,3.142923203027343,1400.2410437957683
122,4605.146939709274,49.622774816125634,3.9490239081119545,3.073488212788656,1383.9550721567075
123,2408.413204893083,129.96749054046558,3.875010518297138,2.6100213355113864,1424.262708656766
124,1618.1973132051717,193.2200455208608,4.033576206638728,3.0177421351755465,1469.746162112505
125,2066.153617659378,68.04847077722555,4.143093389914466,3.2087680484354264,1409.8298657835362
126,2823.0095967797743,150.4007825313065,4.092692689886975,3.011905359075368,1411.9525238588649
127,4308.4561105054745,72.14939018544904,4.119148667439232,2.7487126368308754,1378.2276009785753
128,4470.7762163741045,125.732429515693,3.882459671414496,2.8754344880731235,1366.338969865322
129,1226.4180960185247,55.46823194347514,4.230596284070715,2.9842937825132902,1351.968182239804
130,3140.83974979475,112.05934980130962,4.1853967335372095,2.8829278065463777,1336.9555203314185
131,2786.1618119653604,160.98613262323937,4.172036127398265,2.589964706298227,1341.5194360120202
132,2044.009679788775,95.61144387823714,4.179193522016707,2.734048033489016,1313.9777614262807
133,1655.4883958679948,146.38587591795488,4.223084203253104,3.1017970229152243,1363.965141972599
134,2482.9376513337866,167.27199372635667,4.067701586445479,3.1460635345716383,1298.6132969109444
135,4783.056874867572,188.34845111671245,3.9301128071470495,2.602975024536678,1372.6366609657484
136,2428.17114167887,77.54273309687257,4.096713443141017,3.2142900642990435,1362.5467756783064
137,3171.4043626247912,103.8905465294893,4.147152597467176,2.746616963386457,1368.8774119354675
138,3871.472043801676,64.38656213286679,4.14516695734161,2.99673530404804,1341.1147371992004
139,2581.792489041317,198.79736034534,4.058579609666752,3.0638688594675108,1484.07441480722
140,4892.771914339651,188.32015486788725,3.877383487733432,3.1089596759784124,1414.4046360072125
141,4857.299720780023,126.39314084488952,3.9984451753720514,3.2093122766694475,1309.218299996611
142,2156.772724136384,174.7253271002274,4.218306643385343,2.734689661021617,1367.314723497076
143,3089.5443223910647,123.35327636352676,4.08377956390297,3.143879840913666,1332.679754282507
144,2343.3375773037246,139.77371008044156,4.065332777302285,2.5987651775771554,1315.4208109317035
145,2282.393878634377,54.25990913856266,3.9575414057528775,3.0287806797651946,1301.397117155043
146,1340.1703999472247,160.84326727948928,3.997379567966632,3.0564832971354896,1371.28866763037
147,3516.344469123608,60.434157381637576,4.208138435661268,3.0082924309009904,1325.744790597217
148,3110.180288269674,172.17082084040453,4.116585219010735,2.6892360521013647,1390.713040961008
149,1395.6192547499595,165.12449402726173,4.164954810700933,3.1547823602614025,1390.7512885812175
150,2258.856564099124,153.39915163887622,4.031738169227062,2.6266438475277964,1404.956575408458
151,4651.410366673284,45.78566088396194,4.102098887782463,2.540226093640623,1314.904529357036
152,2110.335184534495,88.50053695125257,3.9493534434972832,3.038098742958934,1367.0146244276805
153,1750.600513946648,82.09801118573486,4.132184332113394,2.85660678642455,1372.298168665692
154,3059.9204890547394,97.62182519544304,4.021040533481335,3.136823514969007,1327.0328729958414
155,4945.471725620282,54.02283948221417,4.0270182059258985,2.787547855793694,1314.129121704285
156,2119.810031743701,189.91325168497005,4.109728929830752,2.6262089413807845,1408.3808266310389
157,3754.115080142338,128.6083585139802,4.224512248587571,3.1273316443524024,1352.099835029282
158,4094.154538249127,88.88388970528376,3.875602538643448,2.911682223730054,1367.4387100284696
159,2103.022667171119,103.51704273188534,4.179897294938803,2.6418968442927664,1308.116959526883
160,3967.2221247250654,111.5524064807737,3.966953244164877,3.040287998939834,1291.2286213391124
161,2597.5759043331623,136.09509333769876,4.027567781802551,2.883335228867125,1316.2220090203157
162,3602.762156255602,122.50870843143964,3.858765331510003,2.95323473668024,1333.0391445044002
163,3607.4129008914,187.1027157143068,3.970418431133725,2.8456737536549364,1294.431199727306
164,3235.9437994840823,119.51415726493283,4.051052497052052,3.121531737863505,1335.6062076539847
165,1543.1011262067516,198.74528237173,3.872470430938976,3.1221720367622874,1267.45979247726
166,4374.1494832391045,176.22799323921532,4.046438291753266,3.0320416163682897,1289.198103101205
167,2418.964246892596,73.36168229717373,4.220844251543371,2.579051033047347,1359.836449931075
168,1908.7703395194465,188.8952343430266,3.892157287243122,3.129140396428052,1356.1516208111157
169,1354.9455379081028,58.618623661676175,4.155776291230202,3.0032597353996824,1315.3249293845254
170,3445.393184115319,170.79195335859066,4.013868421350397,3.0227681245032247,1289.2894276369218
171,3774.744575000673,100.8997269562528,4.112069485809736,2.772237130302904,1287.9038579389596
172,1263.0337499258533,180.4758912712111,3.954094639194092,3.159459667117755,1313.0692701623475
173,3145.953621537268,178.88907041719204,3.913796905016544,3.0440287001761432,1352.7807396658116
174,2060.683945752164,168.9480640188194,3.9141850457084906,2.584442849896896,1363.129827653773
175,3651.656603555909,166.40486980912982,3.8781967782572577,2.805833525804622,1305.1387305807211
176,1862.592430218968,88.74866225568653,3.9242586819604974,3.164785271470106,1277.8603029606086
177,3825.5634047893705,52.94708528820035,4.115687753995587,2.535397526273034,1333.7137455146533
178,2669.594315942042,104.47682860242584,4.202676244737403,3.221062464731537,1289.058601174966
179,4759.573957199591,67.76392239784138,4.175650274236465,3.0093719262396723,1300.269894445552
180,1722.5795877547744,151.19217422439388,4.124053723949793,2.973531983232532,1373.0110436174814
181,2496.0521339909824,95.37595624604567,3.894172745364441,2.7029194423659937,1352.0846171426308
182,1631.1993807142385,196.0976321375864,3.96567497851838,2.686593841554383,1324.318972490058
183,4713.835749458538,142.5555323752531,3.973922750128988,3.2065436646164467,1266.123239955491
184,4533.889542847728,171.59689018149774,3.9499827785590487,2.723704340675592,1324.4558626988264
185,2180.178185317591,61.20394763869575,4.056002263883889,3.0816289725392494,1357.506291631501
186,3707.93937492988,177.9223171636196,4.0642215259518695,2.7948413486553094,1298.9746533693783
187,4305.444360764621,187.6411504821431,3.992754390068444,2.604440553088528,1367.0445635994686
188,3309.763084077957,117.92990701102974,3.991515663494575,2.508036473271519,1363.7098115807282
189,3212.672197752825,137.0004700401564,4.1814222391624325,2.908193002761438,1377.549313285739
190,2119.0387054217163,162.36956814447927,4.1657171393278745,3.2318341139117,1322.2097250612542
191,1553.790517662417,67.97418036166601,3.9731183326722985,2.776852145356904,1332.4956679922404
192,4609.419880222642,120.4105722341508,4.215515377549304,2.767894250494784,1364.5674915332436
193,4621.588617220656,103.7860844435701,4.231126006801002,2.7580687133870816,1324.895757482759
194,3605.785537638418,63.41983874595986,3.980697016812016,2.890407877978644,1285.9506356883917
195,2488.3132059850623,98.80550756664503,3.991769979517222,2.83049866256822,1287.0582865388856
196,2526.9963835281114,50.90756950167897,4.052253661368783,3.159935970045261,1313.5421981509496
197,3958.6315797069096,44.12990511191792,4.226448325013469,2.8791405937926178,1251.377543122151
198,4609.0189878197925,61.62660626477164,4.200527773256924,2.8808183786414268,1296.2696433854323
199,4570.928412207446,194.0984178542678,3.891027185033436,2.603778696040417,1344.86188472921
200,4163.527074258971,127.92472574320271,4.007092297308566,3.237054655682789,1212.3498459533887
201,3639.7202553862935,194.5315457845152,4.071348475899908,2.687479668151622,1360.3792840717806
202,1519.7318669811857,109.19966053282111,4.051252989020616,2.555023050594702,1342.8949687481263
203,1814.1891135595324,89.89058129364153,3.927545227174757,2.9973596867314067,1278.609415366781
204,4614.505916402901,120.98269805443906,4.193526708467262,2.9465247776176544,1317.7356331148724
205,3504.4304267064417,110.32187018126562,4.120776313198735,2.81135924049456,1295.125909076253
206,1234.9487961431926,56.90634948187903,4.185163349940721,2.8166441754105085,1343.199614737547
207,1585.591862890922,142.532210350433,4.193505711739789,3.0887979407848234,1332.3073257107976
208,3721.306722610612,74.56610920153594,4.149342341466296,2.6467844800747367,1235.9971710726795
209,1219.234018615631,139.13407278365273,4.025684240499887,3.1151899892086674,1314.490496538567
210,1811.070595386495,144.03217478370453,4.09421870200617,2.9865603354212635,1281.77488585427
211,3285.188399593027,64.3239765005837,3.9141461624478975,2.8142273303346435,1292.313302820724
212,3829.2017512322345,49.815940337706905,4.119458166989963,2.8435214624379013,1258.8731239612073
213,3677.452786109882,164.92185377095038,3.921701302295713,2.692485405389572,1356.9254827648333
214,2052.223375950128,113.56806780309122,4.127579836204063,3.0640857495227314,1327.602472796103
215,3906.281041120637,49.30620728087612,3.941839264301588,2.884656056728951,1255.4091534410811
216,2101.5465324878405,199.1786107471628,3.897020520060088,2.7406409070623825,1230.6155757235906
217,2436.5188530052174,49.24488975941866,3.916113796057183,2.947037586820713,1267.573094760886
218,4036.667339448492,151.2056366173685,3.850796854087628,3.2468008390384924,1299.3801058436522
219,3668.605016379416,197.38862804214617,4.1374958471414125,2.826446709742416,1290.608233757849
220,4427.048959877877,78.2688166745481,4.142960419623352,3.1905185505839646,1330.1253129907298
221,3698.928990741305,62.75989898995139,4.055973339965304,2.7587626299434245,1310.5967888872342
222,3359.572692674792,59.42159030758862,3.9145451204221535,2.5410495301937392,1316.7827610301165
223,1555.9641177467515,88.52402361081529,3.883421735004276,2.6531815797763216,1290.0742160244174
224,2597.320051625848,56.16732976170347,3.857651586574915,2.814021357495763,1220.4280507915605
225,2207.7689971905565,150.7458146710611,3.916299270786088,2.6647261964459266,1267.172058754124
226,2127.1606448405173,49.96668770081003,4.206342213993259,2.5001702786636915,1316.4035895963466
227,4897.440108059293,121.50754050396635,3.9466147366806728,3.186251153310645,1270.9390828590142
228,2693.771353733689,199.4714966164763,3.991708530886888,3.1329095584231967,1292.12361474495
229,4589.77690967303,170.23524312096302,3.892138193792533,3.0567191736152104,1258.2500673901548
230,3598.326778789599,138.43511011696174,3.938944521899268,2.6258609467345213,1228.8075260583262
231,4220.282953458263,89.00057932585787,4.057689828312082,2.5902726821574897,1264.0662374381557
232,3110.02095379973,139.82333380666216,4.093101073238261,2.5507035621042875,1280.361897721306
233,3392.234761580165,124.32663422586428,3.948140925666484,3.043021891579691,1240.7724912215422
234,3071.5672365116825,108.17334142245944,3.873092863690047,3.1966059705159138,1256.5715502057333
235,1941.9233536325687,60.91366027843192,4.006413147650959,2.822901865684778,1227.4214703205607
236,3945.31803799372,181.85667443847467,3.9436813483705335,2.589355503997036,1308.7697967025638
237,2266.934977275252,111.9655438114116,3.9378215692919207,2.88429461554908,1251.2217696964783
238,1292.400672439525,71.13960189132241,4.233945121085382,2.7616239305939727,1320.110221805047
239,3652.7947244472375,98.84149614036632,4.09652019437029,2.7811186932624983,1322.1499140216365
240,1873.0205817467856,106.26076040462831,4.072751377268839,2.9659979681167803,1256.7581614111302
241,4773.742620541074,172.40606329069988,4.016310041409329,3.039038584946652,1218.662050698106
242,4824.928592609832,157.37830088982437,4.021577733372058,2.5829526991548706,1174.5640848906664
243,4676.484682837705,163.08878298261436,4.066362001535232,2.5266926731048573,1198.1185170789283
244,2606.6030609706886,41.765002308583554,4.128571922814443,3.2457477270142863,1201.0466070040536
245,1258.7351428096963,106.58463970876184,4.130858438472732,2.674546261686664,1310.1387850984602
246,4727.610537833356,117.0150642616518,3.91867756308218,2.540372893681344,1258.6329834890778
247,2827.0997636057946,43.07076429168907,4.050045100830651,2.64240649682194,1268.5841809636795
248,4873.288312365945,81.57011339920547,4.014783238013641,2.5292183847613483,1163.183159642595
249,4861.755912939161,161.6463716995416,4.198210786507754,2.7938581709628787,1203.0813428313097
250,4441.435930775968,61.937552916639845,4.10256756848735,3.1018013383384933,1285.4831910578514
251,2318.905789864425,125.64962103241469,4.063001626566392,2.7559333373182904,1260.4709644953034
252,2663.371368687316,74.432299522758,3.896157856871567,2.8331375551587747,1242.1117888525762
253,4434.319351764056,41.93932394302293,4.092255155729364,3.006690080175579,1269.593694344005
254,2404.303619593855,78.59223321592664,3.896881562272093,2.8816705525524102,1311.4319122454326
255,1844.072437407152,196.1398007856086,3.9848826302263007,3.146084264515993,1236.158301458518
256,3315.8447973417306,168.24593790127832,3.907136785925733,3.1495267562843177,1246.7747921063228
257,4757.388141810968,193.5322630913653,4.126829458809747,2.507433021618365,1250.7038767492522
258,3844.9132273648975,118.056647028218,3.932500845534461,3.083534729862399,1337.6843854109595
259,3366.2324463395867,57.55779178840056,4.00674374927521,2.845550200181256,1157.025749423239
260,1569.2706763289204,127.67351823579088,4.208269911047512,3.241630405977747,1267.3289205915523
261,3537.027461456845,112.70037352959376,3.931726553359588,2.862424056906576,1234.4079100496374
262,4962.204630396201,175.09713323833856,4.053122025583511,3.240171959041223,1260.6708690473672
263,1732.3192578987914,55.69321292547913,4.017708664466409,3.0659270209043026,1210.705097840211
264,3169.6526789822,118.11858192348453,3.857249616418292,2.68645366345998,1234.041398765662
265,4534.017673326231,64.00778635103748,4.167103245429125,2.903796234465218,1263.4564231786198
266,4014.920747465977,91.9481483024096,3.87761836252584,3.244101729608937,1358.5164080417535
267,3848.659815782018,157.97713238204796,4.0397020083907815,3.1431479558139426,1265.3214475760828
268,3869.4395191510152,116.16290069900263,4.07427131797558,2.573025170343416,1198.0773760787797
269,2566.0663746350697,100.1421256233231,4.101370582645835,3.029778997607497,1214.0496127190918
270,2315.649008205075,103.11620457120566,4.12545265172315,2.75918468940311,1211.8634356646455
271,4275.572390818352,113.51148294495786,3.951308953409086,2.505236696410261,1157.1742730947994
272,4278.430899780887,165.6026470139291,3.85399151066338,2.80261072677025,1214.7963923319426
273,4494.874810604394,182.73355023043752,4.139377464941965,2.6760658162937285,1256.3131632728698
274,4670.314099714591,192.8535498406285,4.064262639739032,3.114151952890354,1175.0307152369282
275,3143.1011156715635,165.9045418008472,4.184447081282899,2.7529979566343243,1266.9393060420236
276,3105.7619198113584,90.46510331968204,4.1785553451602775,3.1206427704653628,1243.5109928433735
277,4233.521680073745,150.10155297384674,4.187330467115153,2.5004484541260963,1193.6306671211585
278,3669.8629369555074,110.01649984886272,4.044037863991816,2.7308643625195894,1216.3388145064862
279,3867.474133579273,80.74729952736818,3.9834513583347455,2.680873910730821,1284.9328723056412
280,4224.012143857184,174.53945270814762,4.166623281036548,2.6751755208014583,1249.3419125402347
281,4582.020298906752,46.148215833972,4.030517645211702,2.551139964824097,1219.351346195926
282,2484.381596035836,184.28191874166777,3.923376878561374,2.6403432028078764,1208.4926673215607
283,2627.215220031788,113.83639433995748,4.19198960782459,2.916662177414215,1220.0643628180665
284,1557.1313713953025,141.95223628932487,4.203023950708939,2.7185208046283083,1195.5294576823078
285,3397.464535785461,145.49662755292525,4.036523902456068,2.813046086746861,1130.8100197712397
286,1336.58064042762,183.21883851304585,3.880279890923915,2.7826501602603915,1295.6871164213892
287,2969.2724689033485,141.86714914675318,4.005130435966772,3.156928693749921,1219.212999967976
288,3262.049611888792,138.2293735616099,4.171415063785041,3.1789742492578865,1227.9258906049015
289,2288.856758087481,50.66432648971039,4.210709611418491,2.869717728741895,1208.6836900049236
290,3445.166390162241,122.94528351123265,3.9313890969990384,2.7476169627367035,1180.5953279710166
291,1315.9009497683878,64.02704013072666,3.876789444810109,2.580100528001773,1201.563020762049
292,1341.9231172470147,157.9894029954377,4.200940181253135,3.2150521595365715,1144.0242095122276
293,4325.882130506701,121.95550733002791,4.00576197559155,2.545170208675223,1298.083459922132
294,2568.724437362799,148.83644467333653,4.066704385707025,2.7232377081762102,1156.619520063104
295,1682.829948077162,46.667664096381486,4.237226324820304,2.7235496508775032,1163.7213486461128
296,3184.524388208257,53.56672256732851,3.876625891165689,2.740300964605161,1186.389631824544
297,4125.975501774721,154.61174209002917,4.109327202980838,2.623215132454307,1254.523028994095
298,2020.119904488004,51.53349375978774,3.879642169029947,3.087371073192773,1202.5803599705062
299,3566.983808112201,51.40107644244138,4.000187571386601,2.591873396474492,1151.5545681587814
300,1524.3203669763184,41.93735603758199,4.171525818077379,2.9761799943648723,1250.1735344302936
301,1396.3905404407092,193.0402237279168,4.023388893102254,2.592884520029364,1228.2400250714193
302,3219.1475999589625,158.00133751344111,4.248872941561181,2.5529017281947173,1219.537398288658
303,3254.413462118405,96.52022536033029,4.073623713978641,3.182072127764408,1225.6293696468335
304,3622.233625693185,87.44569300602484,3.978464861054381,2.642596574739029,1291.774476023298
305,3959.1470681461137,95.95251675933594,3.938044530361901,3.115937615919778,1282.4037958014444
306,4908.237901957631,163.9445649889891,3.9902082137144648,2.908473153330352,1166.5313862798682
307,3161.9413235445422,145.8192977712663,3.999013309503821,2.558392389706577,1257.955399712446
308,2427.2345971767345,69.63129085879487,3.877485471089584,3.2165861435785503,1207.326727590356
309,4221.707540121074,67.8574936534535,3.997829679770709,2.68522087524392,1210.96383264551
310,2229.162554795882,55.74330395414357,4.03569540789569,3.1447340090144547,1122.309166734267
311,2868.091398681417,145.64843515221412,4.139095100895522,2.626607504338423,1182.184569384472
312,1498.1342491006108,162.29962595547775,4.112691793888644,3.1404571616063897,1155.4870563865377
313,1296.3328249787385,82.40742853200064,4.133506262091662,2.5099216096789707,1220.1223525957323
314,4858.063975776115,43.351193764946046,3.853345472750743,2.8838353424271106,1228.843220016112
315,4376.724457946382,53.14746679622837,3.9370669598322143,3.077081934566168,1102.0205459593476
316,3844.701983156053,194.85760557520487,4.114673715359943,3.201096638119588,1183.1186054398293
317,2754.0211887742253,87.27116439638723,4.043595747271899,3.1819016021548654,1227.87446019177
318,1858.518416269214,163.07570365410135,3.8521253902673385,3.1147186521607337,1174.5328415074623
